호선,역명,역코드,상하행,방면,탑승구,근접이동시설,승강기_일련번호,탑승구_층,방면_탑승구,승강장유형
1,서울역,133,하행,남영,2-3,에스컬레이터,1806-600,B2,"남영 방면2-3, 시청 방면9-2",섬식
1,서울역,133,상행,시청,9-3,에스컬레이터,1806-599,B2,"시청 방면9-3, 남영 방면2-2",섬식
1,서울역,133,하행,남영,4-4,엘리베이터,0074-205,B2,"시청 방면5-1, 남영 방면4-4",섬식
1,서울역,133,하행,남영,10-4,계단,,,,섬식
1,서울역,133,하행,남영,1-1,계단,,,,섬식
1,서울역,133,하행,남영,8-1,계단,,,,섬식
1,서울역,133,하행,남영,4-2,계단,,,,섬식
1,서울역,133,상행,시청,9-2,에스컬레이터,1806-600,B2,"남영 방면2-3, 시청 방면9-2",섬식
1,서울역,133,하행,남영,2-2,에스컬레이터,1806-599,B2,"시청 방면9-3, 남영 방면2-2",섬식
1,서울역,133,상행,시청,1-1,계단,,,,섬식
1,서울역,133,상행,시청,10-4,계단,,,,섬식
1,서울역,133,상행,시청,3-4,계단,,,,섬식
1,서울역,133,상행,시청,7-3,계단,,,,섬식
1,서울역,133,상행,시청,5-1,엘리베이터,0074-205,B2,"시청 방면5-1, 남영 방면4-4",섬식
1,시청,132,상행,종각,2-2,계단,,,,상대식
1,시청,132,상행,종각,4-1,계단,,,,상대식
1,시청,132,상행,종각,4-1,계단,,,,상대식
1,시청,132,상행,종각,6-1,계단,,,,상대식
1,시청,132,상행,종각,7-4,계단,,,,상대식
1,시청,132,하행,서울역,5-4,계단,,,,상대식
1,시청,132,하행,서울역,7-4,계단,,,,상대식
1,시청,132,하행,서울역,9-3,계단,,,,상대식
1,시청,132,상행,종각,3-2,엘리베이터,0002-888,B2,종각 방면3-2,상대식
1,시청,132,하행,서울역,8-3,엘리베이터,0002-887,B2,서울역 방면8-3,상대식
1,종각,131,상행,종로3가,1-4,계단,,,,상대식
1,종각,131,상행,종로3가,10-1,계단,,,,상대식
1,종각,131,상행,종로3가,6-1,계단,,,,상대식
1,종각,131,상행,종로3가,7-4,계단,,,,상대식
1,종각,131,하행,시청,1-4,계단,,,,상대식
1,종각,131,하행,시청,10-1,계단,,,,상대식
1,종각,131,하행,시청,4-1,계단,,,,상대식
1,종각,131,하행,시청,5-4,계단,,,,상대식
1,종각,131,상행,종로3가,6-4,엘리베이터,0000-506,B2,종로3가 방면6-4,상대식
1,종각,131,하행,시청,4-4,엘리베이터,0000-507,B2,시청 방면4-4,상대식
1,종로3가,130,상행,종로5가,5-1,엘리베이터,0000-512,B2,종로5가 방면5-1,상대식
1,종로3가,130,하행,종각,6-4,엘리베이터,0000-513,B2,종각 방면6-4,상대식
1,종로3가,130,상행,종로5가,2-2,계단,,,,상대식
1,종로3가,130,상행,종로5가,4-2,계단,,,,상대식
1,종로3가,130,상행,종로5가,7-3,계단,,,,상대식
1,종로3가,130,상행,종로5가,9-3,계단,,,,상대식
1,종로3가,130,하행,종각,2-2,계단,,,,상대식
1,종로3가,130,하행,종각,4-2,계단,,,,상대식
1,종로3가,130,하행,종각,7-3,계단,,,,상대식
1,종로3가,130,하행,종각,9-3,계단,,,,상대식
1,종로5가,129,상행,동대문,2-3,계단,,,,상대식
1,종로5가,129,상행,동대문,4-3,계단,,,,상대식
1,종로5가,129,상행,동대문,7-3,계단,,,,상대식
1,종로5가,129,상행,동대문,9-4,계단,,,,상대식
1,종로5가,129,하행,종로3가,2-2,계단,,,,상대식
1,종로5가,129,하행,종로3가,4-2,계단,,,,상대식
1,종로5가,129,하행,종로3가,7-2,계단,,,,상대식
1,종로5가,129,하행,종로3가,9-2,계단,,,,상대식
1,종로5가,129,상행,동대문,8-3,엘리베이터,0000-533,B2,동대문(1) 방면8-3,상대식
1,종로5가,129,하행,종로3가,3-2,엘리베이터,0000-534,B2,종로3가 방면3-2,상대식
1,동대문,128,상행,동묘앞,10-4,엘리베이터,0000-906,B2,동묘앞 방면10-4,상대식
1,동대문,128,하행,종로5가,2-1,엘리베이터,0000-907,B2,종로5가 방면2-1,상대식
1,동대문,128,상행,동묘앞,9-3,계단,,,,상대식
1,동대문,128,하행,종로5가,1-3,계단,,,,상대식
1,신설동,126,상행,제기동,9-4,계단,,,,상대식
1,신설동,126,하행,동묘앞,2-1,계단,,,,상대식
1,신설동,126,상행,제기동,3-4,엘리베이터,0083-762,B2,제기동 방면3-4,상대식
1,신설동,126,하행,동묘앞,8-1,엘리베이터,0083-764,B2,동묘앞 방면8-1,상대식
1,제기동,125,상행,청량리,4-4,계단,,,,상대식
1,제기동,125,상행,청량리,8-4,계단,,,,상대식
1,제기동,125,하행,신설동,3-1,계단,,,,상대식
1,제기동,125,하행,신설동,6-4,계단,,,,상대식
1,제기동,125,상행,청량리,9-4,엘리베이터,0043-600,B2,청량리 방면9-4,상대식
1,제기동,125,하행,신설동,2-1,엘리베이터,0027-701,B2,신설동 방면2-1,상대식
1,청량리,124,하행,제기동,10-4,계단,,,,섬식
1,청량리,124,하행,제기동,1-1,계단,,,,섬식
1,청량리,124,하행,제기동,7-4,계단,,,,섬식
1,청량리,124,하행,제기동,5-4,계단,,,,섬식
1,청량리,124,상행,회기,1-1,계단,,,,섬식
1,청량리,124,상행,회기,10-4,계단,,,,섬식
1,청량리,124,상행,회기,4-1,계단,,,,섬식
1,청량리,124,상행,회기,6-1,계단,,,,섬식
1,동묘앞,127,상행,신설동,6-2,엘리베이터,0000-946,B1,신설동 방면6-2,상대식
1,동묘앞,127,하행,동대문,1-2,엘리베이터,0000-944,B1,동대문(1) 방면1-2,상대식
1,동묘앞,127,상행,신설동,4-3,엘리베이터,0000-947,B1,신설동 방면4-3,상대식
1,동묘앞,127,상행,신설동,10-3,엘리베이터,0000-943,B1,신설동 방면10-3,상대식
1,동묘앞,127,상행,신설동,9-1,에스컬레이터,1800-055,B1,신설동 방면9-1,상대식
1,동묘앞,127,상행,신설동,9-1,에스컬레이터,1800-056,B1,신설동 방면9-1,상대식
1,동묘앞,127,상행,신설동,6-2,에스컬레이터,1800-057,B1,신설동 방면6-2,상대식
1,동묘앞,127,하행,동대문,5-4,에스컬레이터,1800-060,B1,동대문 방면5-4,상대식
1,동묘앞,127,하행,동대문,2-4,에스컬레이터,1800-061,B1,동대문 방면2-4,상대식
1,동묘앞,127,하행,동대문,2-4,에스컬레이터,1800-062,B1,동대문 방면2-4,상대식
1,동묘앞,127,하행,동대문,7-3,엘리베이터,0000-948,B1,동대문(1) 방면7-3,상대식
1,동묘앞,127,하행,동대문,5-3,계단,,,,상대식
2,시청,201,하행,을지로입구,5-3,엘리베이터,0042-520,B3,"충정로 방면6-2, 을지로입구 방면5-3",섬식
2,시청,201,하행,을지로입구,9-3,계단,,,,섬식
2,시청,201,하행,을지로입구,8-4,계단,,,,섬식
2,시청,201,하행,을지로입구,7-4,계단,,,,섬식
2,시청,201,하행,을지로입구,5-1,계단,,,,섬식
2,시청,201,하행,을지로입구,2-2,계단,,,,섬식
2,시청,201,상행,충정로,6-2,엘리베이터,0042-520,B3,"충정로 방면6-2, 을지로입구 방면5-3",섬식
2,시청,201,상행,충정로,2-2,계단,,,,섬식
2,시청,201,상행,충정로,3-1,계단,,,,섬식
2,시청,201,상행,충정로,4-1,계단,,,,섬식
2,시청,201,상행,충정로,6-4,계단,,,,섬식
2,시청,201,상행,충정로,9-3,계단,,,,섬식
2,을지로입구,202,상행,시청,5-3,엘리베이터,0003-059,B2,시청 방면5-3,상대식
2,을지로입구,202,하행,을지로3가,6-2,엘리베이터,0003-058,B2,을지로3가 방면6-2,상대식
2,을지로입구,202,상행,시청,1-3,계단,,,,상대식
2,을지로입구,202,상행,시청,10-2,계단,,,,상대식
2,을지로입구,202,상행,시청,5-2,계단,,,,상대식
2,을지로입구,202,상행,시청,7-2,계단,,,,상대식
2,을지로입구,202,하행,을지로3가,1-3,계단,,,,상대식
2,을지로입구,202,하행,을지로3가,10-2,계단,,,,상대식
2,을지로입구,202,하행,을지로3가,4-3,계단,,,,상대식
2,을지로입구,202,하행,을지로3가,6-3,계단,,,,상대식
2,을지로3가,203,상행,을지로입구,8-3,엘리베이터,0042-132,B2,을지로입구 방면8-3,상대식
2,을지로3가,203,하행,을지로4가,3-2,엘리베이터,0042-133,B2,을지로4가 방면3-2,상대식
2,을지로4가,204,상행,을지로3가,3-2,엘리베이터,0042-130,B2,을지로3가 방면3-2,상대식
2,을지로4가,204,하행,동대문역사문화공원,8-3,엘리베이터,0042-131,B2,동대문역사문화공원 방면8-3,상대식
2,을지로4가,204,상행,을지로3가,7-4,계단,,,,상대식
2,을지로4가,204,상행,을지로3가,9-2,계단,,,,상대식
2,을지로4가,204,하행,동대문역사문화공원,2-3,계단,,,,상대식
2,을지로4가,204,하행,동대문역사문화공원,2-4,계단,,,,상대식
2,을지로4가,204,하행,동대문역사문화공원,4-1,계단,,,,상대식
2,을지로4가,204,하행,동대문역사문화공원,9-1,계단,,,,상대식
2,동대문역사문화공원,205,상행,을지로4가,8-3,엘리베이터,0003-055,B2,을지로4가 방면8-3,상대식
2,동대문역사문화공원,205,하행,신당,3-2,엘리베이터,0003-056,B2,신당 방면3-2,상대식
2,동대문역사문화공원,205,상행,을지로4가,3-2,계단,,,,상대식
2,동대문역사문화공원,205,상행,을지로4가,4-1,계단,,,,상대식
2,동대문역사문화공원,205,상행,을지로4가,6-3,계단,,,,상대식
2,동대문역사문화공원,205,상행,을지로4가,8-1,계단,,,,상대식
2,동대문역사문화공원,205,하행,신당,3-4,계단,,,,상대식
2,동대문역사문화공원,205,하행,신당,5-2,계단,,,,상대식
2,동대문역사문화공원,205,하행,신당,7-4,계단,,,,상대식
2,동대문역사문화공원,205,하행,신당,9-2,계단,,,,상대식
2,신당,206,상행,동대문역사문화공원,3-4,엘리베이터,0103-796,B2,동대문역사문화공원 방면3-4,상대식
2,신당,206,하행,상왕십리,7-4,엘리베이터,0103-797,B2,상왕십리 방면7-4,상대식
2,신당,206,상행,동대문역사문화공원,2-4,계단,,,,상대식
2,신당,206,상행,동대문역사문화공원,4-2,계단,,,,상대식
2,신당,206,상행,동대문역사문화공원,7-2,계단,,,,상대식
2,신당,206,상행,동대문역사문화공원,8-4,계단,,,,상대식
2,신당,206,하행,상왕십리,2-4,계단,,,,상대식
2,신당,206,하행,상왕십리,4-3,계단,,,,상대식
2,신당,206,하행,상왕십리,7-3,계단,,,,상대식
2,신당,206,하행,상왕십리,9-1,계단,,,,상대식
2,상왕십리,207,상행,신당,8-1,엘리베이터,0042-156,B2,신당 방면8-1,상대식
2,상왕십리,207,상행,신당,2-4,계단,,,,상대식
2,상왕십리,207,상행,신당,4-4,계단,,,,상대식
2,상왕십리,207,상행,신당,7-1,계단,,,,상대식
2,상왕십리,207,상행,신당,9-1,계단,,,,상대식
2,상왕십리,207,하행,왕십리,2-4,계단,,,,상대식
2,상왕십리,207,하행,왕십리,4-4,계단,,,,상대식
2,상왕십리,207,하행,왕십리,7-1,계단,,,,상대식
2,상왕십리,207,하행,왕십리,9-1,계단,,,,상대식
2,상왕십리,207,하행,왕십리,3-4,엘리베이터,0042-157,B2,왕십리 방면3-4,상대식
2,왕십리,208,상행,상왕십리,7-1,에스컬레이터,1809-216,B2,상왕십리 방면7-1,상대식
2,왕십리,208,상행,상왕십리,7-1,에스컬레이터,1809-217,B2,상왕십리 방면7-1,상대식
2,왕십리,208,하행,한양대,2-3,에스컬레이터,1809-218,B2,한양대 방면2-3,상대식
2,왕십리,208,하행,한양대,2-3,에스컬레이터,1809-219,B2,한양대 방면2-3,상대식
2,왕십리,208,하행,한양대,3-1,에스컬레이터,1808-501,B2,한양대 방면3-1,상대식
2,왕십리,208,하행,한양대,3-1,에스컬레이터,1808-502,B2,한양대 방면3-1,상대식
2,왕십리,208,상행,상왕십리,3-2,엘리베이터,0003-466,B2,상왕십리 방면3-2,상대식
2,왕십리,208,하행,한양대,3-4,엘리베이터,0068-689,B2,한양대 방면3-4,상대식
2,왕십리,208,상행,상왕십리,2-4,계단,,,,상대식
2,왕십리,208,상행,상왕십리,4-4,계단,,,,상대식
2,왕십리,208,상행,상왕십리,7-4,계단,,,,상대식
2,왕십리,208,상행,상왕십리,9-2,계단,,,,상대식
2,왕십리,208,하행,한양대,2-3,계단,,,,상대식
2,왕십리,208,하행,한양대,4-1,계단,,,,상대식
2,왕십리,208,하행,한양대,8-4,계단,,,,상대식
2,한양대,209,상행,왕십리,3-3,엘리베이터,0042-129,2F,왕십리 방면3-3,상대식
2,뚝섬,210,하행,성수,7-1,엘리베이터,0003-050,3F,성수 방면7-1,상대식
2,뚝섬,210,상행,한양대,7-1,엘리베이터,0003-051,3F,한양대 방면7-1,상대식
2,뚝섬,210,상행,한양대,2-4,계단,,,,상대식
2,뚝섬,210,상행,한양대,4-4,계단,,,,상대식
2,뚝섬,210,상행,한양대,7-1,계단,,,,상대식
2,뚝섬,210,상행,한양대,9-1,계단,,,,상대식
2,뚝섬,210,하행,성수,2-4,계단,,,,상대식
2,뚝섬,210,하행,성수,4-4,계단,,,,상대식
2,뚝섬,210,하행,성수,7-1,계단,,,,상대식
2,뚝섬,210,하행,성수,9-1,계단,,,,상대식
2,성수,211,상행,뚝섬,7-1,엘리베이터,0074-865,3F,뚝섬 방면7-1,복합식
2,성수,211,하행,건대입구,4-4,엘리베이터,0074-866,3F,건대입구 방면4-4,복합식
2,성수,211,상행,뚝섬,1-1,계단,,,,복합식
2,성수,211,상행,뚝섬,10-4,계단,,,,복합식
2,건대입구,212,상행,성수,5-4,엘리베이터,0108-564,3F,성수 방면5-4,상대식
2,건대입구,212,상행,성수,3-3,계단,,,,상대식
2,건대입구,212,상행,성수,4-3,계단,,,,상대식
2,건대입구,212,상행,성수,6-2,계단,,,,상대식
2,건대입구,212,하행,구의,5-2,계단,,,,상대식
2,건대입구,212,하행,구의,7-3,계단,,,,상대식
2,건대입구,212,하행,구의,8-3,계단,,,,상대식
2,구의,213,하행,강변,4-3,엘리베이터,0028-196,3F,강변 방면4-3,상대식
2,구의,213,상행,건대입구,3-4,계단,,,,상대식
2,구의,213,상행,건대입구,7-4,계단,,,,상대식
2,구의,213,하행,강변,3-4,계단,,,,상대식
2,구의,213,하행,강변,8-1,계단,,,,상대식
2,강변,214,하행,잠실나루,9-1,에스컬레이터,1811-789,2F,잠실나루 방면9-1,상대식
2,강변,214,하행,잠실나루,9-1,에스컬레이터,1811-788,2F,잠실나루 방면9-1,상대식
2,강변,214,상행,구의,4-2,엘리베이터,0093-166,2F,구의 방면4-2,상대식
2,강변,214,하행,잠실나루,7-3,엘리베이터,0093-167,2F,잠실나루 방면7-3,상대식
2,강변,214,상행,구의,3-2,계단,,,,상대식
2,강변,214,상행,구의,6-3,계단,,,,상대식
2,강변,214,상행,구의,8-4,계단,,,,상대식
2,강변,214,하행,잠실나루,3-1,계단,,,,상대식
2,강변,214,하행,잠실나루,5-2,계단,,,,상대식
2,강변,214,하행,잠실나루,8-3,계단,,,,상대식
2,잠실나루,215,하행,잠실,7-3,계단,,,,상대식
2,잠실나루,215,상행,강변,10-1,에스컬레이터,1809-597,2F,강변 방면10-1,상대식
2,잠실나루,215,하행,잠실,1-4,에스컬레이터,1809-598,2F,잠실 방면1-4,상대식
2,잠실나루,215,상행,강변,3-4,엘리베이터,0012-789,2F,강변 방면3-4,상대식
2,잠실나루,215,하행,잠실,8-1,엘리베이터,0012-790,2F,잠실 방면8-1,상대식
2,잠실나루,215,상행,강변,4-2,계단,,,,상대식
2,잠실나루,215,상행,강변,7-3,계단,,,,상대식
2,잠실나루,215,하행,잠실,4-2,계단,,,,상대식
2,잠실,216,상행,잠실나루,5-2,엘리베이터,0007-841,B2,잠실나루 방면5-2,상대식
2,잠실,216,상행,잠실나루,2-2,계단,,,,상대식
2,잠실,216,상행,잠실나루,7-3,계단,,,,상대식
2,잠실,216,하행,잠실새내,4-1,계단,,,,상대식
2,잠실,216,하행,잠실새내,5-4,계단,,,,상대식
2,잠실,216,하행,잠실새내,7-2,계단,,,,상대식
2,잠실,216,하행,잠실새내,9-1,계단,,,,상대식
2,잠실,216,하행,잠실새내,6-3,엘리베이터,0007-842,B2,잠실새내 방면6-3,상대식
2,잠실,216,하행,잠실새내,5-3,에스컬레이터,1812-958,B2,잠실새내 방면5-3,상대식
2,잠실,216,하행,잠실새내,5-3,에스컬레이터,1812-957,B2,잠실새내 방면5-3,상대식
2,잠실새내,217,상행,잠실,3-3,계단,,,,상대식
2,잠실새내,217,상행,잠실,5-2,계단,,,,상대식
2,잠실새내,217,상행,잠실,6-3,계단,,,,상대식
2,잠실새내,217,상행,잠실,8-2,계단,,,,상대식
2,잠실새내,217,하행,종합운동장,3-3,계단,,,,상대식
2,잠실새내,217,하행,종합운동장,5-3,계단,,,,상대식
2,잠실새내,217,하행,종합운동장,6-3,계단,,,,상대식
2,잠실새내,217,하행,종합운동장,8-2,계단,,,,상대식
2,잠실새내,217,상행,잠실,7-3,엘리베이터,0008-945,B2,잠실 방면7-3,상대식
2,잠실새내,217,하행,종합운동장,4-1,엘리베이터,0008-946,B2,종합운동장 방면4-1,상대식
2,종합운동장,218,상행,잠실새내,3-4,계단,,,,상대식
2,종합운동장,218,상행,잠실새내,5-4,계단,,,,상대식
2,종합운동장,218,상행,잠실새내,7-3,계단,,,,상대식
2,종합운동장,218,상행,잠실새내,9-3,계단,,,,상대식
2,종합운동장,218,하행,삼성,2-1,계단,,,,상대식
2,종합운동장,218,하행,삼성,4-1,계단,,,,상대식
2,종합운동장,218,하행,삼성,5-4,계단,,,,상대식
2,종합운동장,218,하행,삼성,7-4,계단,,,,상대식
2,종합운동장,218,상행,잠실새내,2-4,엘리베이터,0008-146,B2,잠실새내 방면2-4,상대식
2,종합운동장,218,하행,삼성,8-4,엘리베이터,0008-147,B2,삼성 방면8-4,상대식
2,삼성,219,상행,종합운동장,3-1,엘리베이터,0007-844,B2,"종합운동장 방면3-1, 선릉 방면8-4",섬식
2,삼성,219,하행,선릉,8-4,엘리베이터,0007-844,B2,"종합운동장 방면3-1, 선릉 방면8-4",섬식
2,삼성,219,상행,종합운동장,2-1,계단,,,,섬식
2,삼성,219,상행,종합운동장,3-3,계단,,,,섬식
2,삼성,219,상행,종합운동장,7-4,계단,,,,섬식
2,삼성,219,상행,종합운동장,9-2,계단,,,,섬식
2,삼성,219,하행,선릉,9-4,계단,,,,섬식
2,삼성,219,하행,선릉,8-2,계단,,,,섬식
2,삼성,219,하행,선릉,4-1,계단,,,,섬식
2,삼성,219,하행,선릉,2-3,계단,,,,섬식
2,선릉,220,상행,삼성,3-1,계단,,,,상대식
2,선릉,220,상행,삼성,4-3,계단,,,,상대식
2,선릉,220,상행,삼성,7-2,계단,,,,상대식
2,선릉,220,상행,삼성,8-4,계단,,,,상대식
2,선릉,220,하행,역삼,3-1,계단,,,,상대식
2,선릉,220,하행,역삼,4-3,계단,,,,상대식
2,선릉,220,하행,역삼,7-2,계단,,,,상대식
2,선릉,220,하행,역삼,8-4,계단,,,,상대식
2,역삼,221,상행,선릉,7-3,엘리베이터,0075-561,B3,선릉 방면7-3,상대식
2,역삼,221,하행,강남,4-1,엘리베이터,0075-562,B3,강남 방면4-1,상대식
2,역삼,221,상행,선릉,3-2,계단,,,,상대식
2,역삼,221,상행,선릉,5-2,계단,,,,상대식
2,역삼,221,상행,선릉,7-4,계단,,,,상대식
2,역삼,221,상행,선릉,9-4,계단,,,,상대식
2,역삼,221,하행,강남,2-1,계단,,,,상대식
2,역삼,221,하행,강남,4-1,계단,,,,상대식
2,역삼,221,하행,강남,6-3,계단,,,,상대식
2,역삼,221,하행,강남,8-3,계단,,,,상대식
2,강남,222,상행,역삼,8-1,엘리베이터,0087-544,B2,역삼 방면8-1,상대식
2,강남,222,하행,교대,3-4,엘리베이터,0087-545,B2,교대 방면3-4,상대식
2,강남,222,상행,역삼,2-4,계단,,,,상대식
2,강남,222,상행,역삼,4-3,계단,,,,상대식
2,강남,222,상행,역삼,7-3,계단,,,,상대식
2,강남,222,상행,역삼,9-2,계단,,,,상대식
2,강남,222,하행,교대,2-3,계단,,,,상대식
2,강남,222,하행,교대,4-2,계단,,,,상대식
2,강남,222,하행,교대,7-2,계단,,,,상대식
2,강남,222,하행,교대,9-1,계단,,,,상대식
2,교대,223,상행,강남,1-4,계단,,,,상대식
2,교대,223,상행,강남,3-4,계단,,,,상대식
2,교대,223,상행,강남,8-2,계단,,,,상대식
2,교대,223,상행,강남,9-4,계단,,,,상대식
2,교대,223,하행,서초,10-1,계단,,,,상대식
2,교대,223,하행,서초,2-1,계단,,,,상대식
2,교대,223,하행,서초,3-3,계단,,,,상대식
2,교대,223,하행,서초,8-1,계단,,,,상대식
2,교대,223,상행,강남,8-4,엘리베이터,0008-151,B2,강남 방면8-4,상대식
2,교대,223,하행,서초,3-1,엘리베이터,0008-152,B2,서초 방면3-1,상대식
2,서초,224,상행,교대,2-4,엘리베이터,0008-943,B2,교대 방면2-4,상대식
2,서초,224,상행,교대,2-2,계단,,,,상대식
2,서초,224,상행,교대,4-1,계단,,,,상대식
2,서초,224,상행,교대,8-1,계단,,,,상대식
2,서초,224,하행,방배,9-1,엘리베이터,0008-944,B2,방배 방면9-1,상대식
2,서초,224,상행,교대,9-1,계단,,,,상대식
2,서초,224,하행,방배,1-4,계단,,,,상대식
2,서초,224,하행,방배,3-3,계단,,,,상대식
2,서초,224,하행,방배,7-3,계단,,,,상대식
2,서초,224,하행,방배,9-2,계단,,,,상대식
2,방배,225,상행,서초,2-1,계단,,,,상대식
2,방배,225,상행,서초,4-1,계단,,,,상대식
2,방배,225,상행,서초,7-2,계단,,,,상대식
2,방배,225,상행,서초,9-1,계단,,,,상대식
2,방배,225,하행,사당,9-3,계단,,,,상대식
2,방배,225,상행,서초,8-3,엘리베이터,0008-947,B2,서초 방면8-3,상대식
2,방배,225,하행,사당,3-1,엘리베이터,0008-948,B2,사당 방면3-1,상대식
2,사당,226,상행,방배,3-3,계단,,,,상대식
2,사당,226,상행,방배,8-1,계단,,,,상대식
2,사당,226,하행,낙성대,3-3,계단,,,,상대식
2,사당,226,하행,낙성대,8-1,계단,,,,상대식
2,사당,226,상행,방배,3-3,에스컬레이터,1804-019,B2,방배 방면3-3,상대식
2,사당,226,상행,방배,3-3,에스컬레이터,1804-274,B2,방배 방면3-3,상대식
2,사당,226,상행,방배,8-1,에스컬레이터,1804-020,B2,방배 방면8-1,상대식
2,사당,226,상행,방배,8-1,에스컬레이터,1804-276,B2,방배 방면8-1,상대식
2,사당,226,하행,낙성대,3-3,에스컬레이터,1804-275,B2,낙성대 방면3-3,상대식
2,사당,226,하행,낙성대,3-3,에스컬레이터,1804-021,B2,낙성대 방면3-3,상대식
2,사당,226,하행,낙성대,8-1,에스컬레이터,1804-277,B2,낙성대 방면8-1,상대식
2,사당,226,하행,낙성대,8-1,에스컬레이터,1804-022,B2,낙성대 방면8-1,상대식
2,사당,226,상행,방배,4-4,엘리베이터,0091-437,B2,방배 방면4-4,상대식
2,낙성대,227,상행,사당,8-2,엘리베이터,0020-064,B2,사당 방면8-2,상대식
2,낙성대,227,상행,사당,2-3,계단,,,,상대식
2,낙성대,227,상행,사당,4-2,계단,,,,상대식
2,낙성대,227,상행,사당,7-4,계단,,,,상대식
2,낙성대,227,상행,사당,9-2,계단,,,,상대식
2,낙성대,227,하행,서울대입구,2-3,계단,,,,상대식
2,낙성대,227,하행,서울대입구,4-1,계단,,,,상대식
2,낙성대,227,하행,서울대입구,3-3,엘리베이터,0020-065,B2,서울대입구 방면3-3,상대식
2,낙성대,227,하행,서울대입구,7-3,계단,,,,상대식
2,낙성대,227,하행,서울대입구,9-2,계단,,,,상대식
2,서울대입구,228,상행,낙성대,2-4,에스컬레이터,1803-446,B2,"봉천 방면8-4, 낙성대 방면2-4",섬식
2,서울대입구,228,상행,낙성대,5-3,에스컬레이터,1803-447,B2,"봉천 방면6-2, 낙성대 방면5-3",섬식
2,서울대입구,228,상행,낙성대,5-3,에스컬레이터,1803-448,B2,"봉천 방면6-2, 낙성대 방면5-3",섬식
2,서울대입구,228,상행,낙성대,8-4,에스컬레이터,1803-449,B2,"봉천 방면2-4, 낙성대 방면8-4",섬식
2,서울대입구,228,상행,낙성대,6-3,엘리베이터,0020-839,B2,"봉천 방면5-2, 낙성대 방면6-3",섬식
2,서울대입구,228,하행,봉천,8-1,계단,,,,섬식
2,서울대입구,228,하행,봉천,4-1,계단,,,,섬식
2,서울대입구,228,상행,낙성대,3-4,계단,,,,섬식
2,서울대입구,228,상행,낙성대,7-4,계단,,,,섬식
2,서울대입구,228,하행,봉천,8-4,에스컬레이터,1803-446,B2,"봉천 방면8-4, 낙성대 방면2-4",섬식
2,서울대입구,228,하행,봉천,6-2,에스컬레이터,1803-447,B2,"봉천 방면6-2, 낙성대 방면5-3",섬식
2,서울대입구,228,하행,봉천,6-2,에스컬레이터,1803-448,B2,"봉천 방면6-2, 낙성대 방면5-3",섬식
2,서울대입구,228,하행,봉천,2-4,에스컬레이터,1803-449,B2,"봉천 방면2-4, 낙성대 방면8-4",섬식
2,서울대입구,228,하행,봉천,5-2,엘리베이터,0020-839,B2,"봉천 방면5-2, 낙성대 방면6-3",섬식
2,봉천,229,하행,신림,5-1,엘리베이터,0060-936,B2,"서울대입구 방면6-3, 신림 방면5-1",섬식
2,봉천,229,하행,신림,5-3,에스컬레이터,1807-210,B2,"서울대입구 방면6-2, 신림 방면5-3",섬식
2,봉천,229,하행,신림,6-2,에스컬레이터,1807-211,B2,"서울대입구 방면5-3, 신림 방면6-2",섬식
2,봉천,229,하행,신림,9-1,계단,,,,섬식
2,봉천,229,하행,신림,7-1,계단,,,,섬식
2,봉천,229,하행,신림,4-4,계단,,,,섬식
2,봉천,229,하행,신림,3-1,계단,,,,섬식
2,봉천,229,상행,서울대입구,2-4,계단,,,,섬식
2,봉천,229,상행,서울대입구,4-4,계단,,,,섬식
2,봉천,229,상행,서울대입구,7-1,계단,,,,섬식
2,봉천,229,상행,서울대입구,8-4,계단,,,,섬식
2,봉천,229,상행,서울대입구,6-3,엘리베이터,0060-936,B2,"서울대입구 방면6-3, 신림 방면5-1",섬식
2,봉천,229,상행,서울대입구,6-2,에스컬레이터,1807-210,B2,"서울대입구 방면6-2, 신림 방면5-3",섬식
2,봉천,229,상행,서울대입구,5-3,에스컬레이터,1807-211,B2,"서울대입구 방면5-3, 신림 방면6-2",섬식
2,신림,230,상행,봉천,4-4,엘리베이터,0019-759,B2,"신대방 방면7-1, 봉천 방면4-4",섬식
2,신림,230,하행,신대방,9-2,계단,,,,섬식
2,신림,230,하행,신대방,7-3,계단,,,,섬식
2,신림,230,하행,신대방,5-3,계단,,,,섬식
2,신림,230,하행,신대방,3-4,계단,,,,섬식
2,신림,230,상행,봉천,2-3,계단,,,,섬식
2,신림,230,상행,봉천,4-2,계단,,,,섬식
2,신림,230,상행,봉천,6-2,계단,,,,섬식
2,신림,230,상행,봉천,8-1,계단,,,,섬식
2,신림,230,하행,신대방,7-1,엘리베이터,0019-759,B2,"신대방 방면7-1, 봉천 방면4-4",섬식
2,신대방,231,하행,구로디지털단지,8-1,엘리베이터,0020-956,3F,구로디지털단지 방면8-1,상대식
2,신대방,231,상행,신림,1-2,계단,,,,상대식
2,신대방,231,상행,신림,9-1,계단,,,,상대식
2,신대방,231,하행,구로디지털단지,10-3,계단,,,,상대식
2,신대방,231,하행,구로디지털단지,2-3,계단,,,,상대식
2,신대방,231,상행,신림,4-3,에스컬레이터,1803-536,3F,신림 방면4-3,상대식
2,신대방,231,상행,신림,4-3,에스컬레이터,1803-537,3F,신림 방면4-3,상대식
2,신대방,231,상행,신림,8-3,에스컬레이터,1803-538,3F,신림 방면8-3,상대식
