호선,역명,역코드,상하행,방면,탑승구,근접이동시설,승강기_일련번호,탑승구_층,방면_탑승구,승강장유형
6,삼각지,628,상행,효창공원앞,6-1,엘리베이터,0103-579,B4,"환승통로(효창공원앞 방면6-1, 녹사평 방면4-4)",섬식
6,삼각지,628,하행,녹사평,8-4,엘리베이터,0104-719,B4,"효창공원앞 방면1-1, 녹사평 방면8-4",섬식
6,삼각지,628,상행,효창공원앞,8-4,엘리베이터,0041-875,B4,"녹사평 방면1-1, 효창공원앞 방면8-4",섬식
6,삼각지,628,하행,녹사평,4-4,엘리베이터,0103-579,B4,"환승통로(효창공원앞 방면6-1, 녹사평 방면4-4)",섬식
6,삼각지,628,하행,녹사평,8-1,계단,,,,섬식
6,삼각지,628,하행,녹사평,7-1,계단,,,,섬식
6,삼각지,628,상행,효창공원앞,1-4,계단,,,,섬식
6,삼각지,628,상행,효창공원앞,2-4,계단,,,,섬식
6,녹사평,629,상행,삼각지,4-3,엘리베이터,0082-691,B5,"삼각지 방면4-3, 이태원 방면5-1",섬식
6,녹사평,629,하행,이태원,5-1,엘리베이터,0082-691,B5,"삼각지 방면4-3, 이태원 방면5-1",섬식
6,녹사평,629,하행,이태원,6-2,에스컬레이터,1800-380,B5,"삼각지 방면3-3, 이태원 방면6-2",섬식
6,녹사평,629,하행,이태원,6-2,에스컬레이터,1800-381,B5,"삼각지 방면3-3, 이태원 방면6-2",섬식
6,녹사평,629,하행,이태원,4-1,에스컬레이터,1800-382,B5,"삼각지 방면5-4, 이태원 방면4-1",섬식
6,녹사평,629,하행,이태원,4-1,에스컬레이터,1800-383,B5,"삼각지 방면5-4, 이태원 방면4-1",섬식
6,녹사평,629,상행,삼각지,3-3,에스컬레이터,1800-380,B5,"삼각지 방면3-3, 이태원 방면6-2",섬식
6,녹사평,629,상행,삼각지,3-3,에스컬레이터,1800-381,B5,"삼각지 방면3-3, 이태원 방면6-2",섬식
6,녹사평,629,상행,삼각지,5-4,에스컬레이터,1800-382,B5,"삼각지 방면5-4, 이태원 방면4-1",섬식
6,녹사평,629,상행,삼각지,5-4,에스컬레이터,1800-383,B5,"삼각지 방면5-4, 이태원 방면4-1",섬식
6,녹사평,629,하행,이태원,7-2,계단,,,,섬식
6,녹사평,629,하행,이태원,3-1,계단,,,,섬식
6,녹사평,629,상행,삼각지,2-3,계단,,,,섬식
6,녹사평,629,상행,삼각지,6-4,계단,,,,섬식
6,이태원,630,상행,녹사평,3-1,엘리베이터,0103-976,B5,"녹사평 방면3-1, 한강진 방면6-3",섬식
6,이태원,630,하행,한강진,6-3,엘리베이터,0103-976,B5,"녹사평 방면3-1, 한강진 방면6-3",섬식
6,이태원,630,하행,한강진,6-2,계단,,,,섬식
6,이태원,630,하행,한강진,3-2,계단,,,,섬식
6,이태원,630,상행,녹사평,3-3,계단,,,,섬식
6,이태원,630,상행,녹사평,6-3,계단,,,,섬식
6,한강진,631,상행,이태원,5-2,엘리베이터,0102-206,B4,이태원 방면5-2,상대식
6,한강진,631,하행,버티고개,4-2,엘리베이터,0102-207,B4,버티고개 방면4-2,상대식
6,한강진,631,상행,이태원,4-2,계단,,,,상대식
6,한강진,631,상행,이태원,6-2,계단,,,,상대식
6,한강진,631,하행,버티고개,3-2,계단,,,,상대식
6,한강진,631,하행,버티고개,5-2,계단,,,,상대식
6,버티고개,632,상행,한강진,4-2,엘리베이터,0102-203,B4,한강진 방면4-2,상대식
6,버티고개,632,하행,약수,5-3,엘리베이터,0102-204,B4,약수 방면5-3,상대식
6,버티고개,632,상행,한강진,3-2,계단,,,,상대식
6,버티고개,632,상행,한강진,6-1,계단,,,,상대식
6,버티고개,632,하행,약수,3-4,계단,,,,상대식
6,버티고개,632,하행,약수,6-2,계단,,,,상대식
6,약수,633,상행,버티고개,5-4,계단,,,,상대식
6,약수,633,하행,청구,4-1,계단,,,,상대식
6,약수,633,하행,청구,5-3,계단,,,,상대식
6,약수,633,상행,버티고개,5-1,엘리베이터,0103-977,B3,버티고개 방면5-1,상대식
6,약수,633,하행,청구,4-4,엘리베이터,0103-978,B3,청구 방면4-4,상대식
6,약수,633,상행,버티고개,6-1,엘리베이터,0103-979,B3,버티고개 방면6-1,상대식
6,약수,633,상행,버티고개,4-1,계단,,,,상대식
6,청구,634,상행,약수,6-1,계단,,,,상대식
6,청구,634,하행,신당,6-1,계단,,,,상대식
6,청구,634,상행,약수,6-2,엘리베이터,0104-444,B1,약수 방면6-2,상대식
6,청구,634,하행,신당,6-2,엘리베이터,0104-445,B1,신당 방면6-2,상대식
6,신당,635,상행,청구,2-2,계단,,,,섬식
6,신당,635,상행,청구,6-1,계단,,,,섬식
6,신당,635,상행,청구,5-3,엘리베이터,0103-494,B3,"청구 방면5-3, 동묘앞 방면4-2",섬식
6,신당,635,하행,동묘앞,4-2,엘리베이터,0103-494,B3,"청구 방면5-3, 동묘앞 방면4-2",섬식
6,신당,635,하행,동묘앞,8-4,에스컬레이터,1808-979,B3,"환승통로(청구 방면1-1, 동묘앞 방면8-4)",섬식
6,신당,635,하행,동묘앞,8-4,에스컬레이터,1808-980,B3,"환승통로(청구 방면1-1, 동묘앞 방면8-4)",섬식
6,신당,635,하행,동묘앞,7-3,에스컬레이터,1808-975,B3,"청구 방면2-2, 동묘앞 방면7-3",섬식
6,신당,635,하행,동묘앞,7-3,에스컬레이터,1808-976,B3,"청구 방면2-2, 동묘앞 방면7-3",섬식
6,신당,635,하행,동묘앞,3-4,에스컬레이터,1808-977,B3,"청구 방면6-1, 동묘앞 방면3-4",섬식
6,신당,635,하행,동묘앞,3-4,에스컬레이터,1808-978,B3,"청구 방면6-1, 동묘앞 방면3-4",섬식
6,신당,635,상행,청구,1-1,에스컬레이터,1808-979,B3,"환승통로(청구 방면1-1, 동묘앞 방면8-4)",섬식
6,신당,635,상행,청구,1-1,에스컬레이터,1808-980,B3,"환승통로(청구 방면1-1, 동묘앞 방면8-4)",섬식
6,신당,635,상행,청구,2-2,에스컬레이터,1808-975,B3,"청구 방면2-2, 동묘앞 방면7-3",섬식
6,신당,635,상행,청구,2-2,에스컬레이터,1808-976,B3,"청구 방면2-2, 동묘앞 방면7-3",섬식
6,신당,635,상행,청구,6-1,에스컬레이터,1808-977,B3,"청구 방면6-1, 동묘앞 방면3-4",섬식
6,신당,635,상행,청구,6-1,에스컬레이터,1808-978,B3,"청구 방면6-1, 동묘앞 방면3-4",섬식
6,신당,635,하행,동묘앞,7-3,계단,,,,섬식
6,신당,635,하행,동묘앞,3-4,계단,,,,섬식
6,동묘앞,636,상행,신당,4-3,계단,,,,섬식
6,동묘앞,636,상행,신당,7-3,계단,,,,섬식
6,동묘앞,636,상행,신당,3-3,엘리베이터,0000-962,B3,"신당 방면3-3, 창신 방면6-2",섬식
6,동묘앞,636,상행,신당,8-4,엘리베이터,0000-963,B3,"신당 방면8-4, 창신 방면1-1",섬식
6,동묘앞,636,하행,창신,6-2,엘리베이터,0000-962,B3,"신당 방면3-3, 창신 방면6-2",섬식
6,동묘앞,636,하행,창신,1-1,엘리베이터,0000-963,B3,"신당 방면8-4, 창신 방면1-1",섬식
6,동묘앞,636,하행,창신,2-2,에스컬레이터,1800-068,B3,"신당 방면7-3, 창신 방면2-2",섬식
6,동묘앞,636,하행,창신,2-2,에스컬레이터,1800-067,B3,"신당 방면7-3, 창신 방면2-2",섬식
6,동묘앞,636,하행,창신,7-2,에스컬레이터,1810-051,B3,"신당 방면2-3, 창신 방면7-2",섬식
6,동묘앞,636,하행,창신,7-2,에스컬레이터,1810-052,B3,"신당 방면2-3, 창신 방면7-2",섬식
6,동묘앞,636,상행,신당,7-3,에스컬레이터,1800-068,B3,"신당 방면7-3, 창신 방면2-2",섬식
6,동묘앞,636,상행,신당,7-3,에스컬레이터,1800-067,B3,"신당 방면7-3, 창신 방면2-2",섬식
6,동묘앞,636,상행,신당,2-3,에스컬레이터,1810-051,B3,"신당 방면2-3, 창신 방면7-2",섬식
6,동묘앞,636,상행,신당,2-3,에스컬레이터,1810-052,B3,"신당 방면2-3, 창신 방면7-2",섬식
6,동묘앞,636,하행,창신,5-2,계단,,,,섬식
6,동묘앞,636,하행,창신,2-2,계단,,,,섬식
6,창신,637,상행,동묘앞,4-3,계단,,,,섬식
6,창신,637,상행,동묘앞,6-4,계단,,,,섬식
6,창신,637,상행,동묘앞,4-2,엘리베이터,0002-280,B4,"동묘앞 방면4-2, 보문 방면5-3",섬식
6,창신,637,하행,보문,5-3,엘리베이터,0002-280,B4,"동묘앞 방면4-2, 보문 방면5-3",섬식
6,창신,637,하행,보문,5-2,계단,,,,섬식
6,창신,637,하행,보문,3-1,계단,,,,섬식
6,보문,638,상행,창신,3-4,계단,,,,섬식
6,보문,638,상행,창신,5-4,계단,,,,섬식
6,보문,638,상행,창신,4-4,엘리베이터,0049-838,B3,"창신 방면4-4 , 안암 방면5-1",섬식
6,보문,638,하행,안암,5-1,엘리베이터,0049-838,B3,"창신 방면4-4 , 안암 방면5-1",섬식
6,보문,638,하행,안암,6-1,계단,,,,섬식
6,보문,638,하행,안암,4-1,계단,,,,섬식
6,안암,639,상행,보문,5-1,계단,,,,상대식
6,안암,639,상행,보문,6-3,계단,,,,상대식
6,안암,639,하행,고려대,3-1,계단,,,,상대식
6,안암,639,하행,고려대,5-3,계단,,,,상대식
6,안암,639,상행,보문,5-2,엘리베이터,0028-813,B3,보문 방면5-2,상대식
6,안암,639,하행,고려대,4-3,엘리베이터,0028-814,B3,고려대 방면4-3,상대식
6,고려대,640,상행,안암,3-3,계단,,,,상대식
6,고려대,640,상행,안암,6-1,계단,,,,상대식
6,고려대,640,하행,월곡,3-3,계단,,,,상대식
6,고려대,640,하행,월곡,6-1,계단,,,,상대식
6,고려대,640,상행,안암,6-2,엘리베이터,0019-339,B4,안암 방면6-2,상대식
6,고려대,640,하행,월곡,3-2,엘리베이터,0053-247,B4,월곡 방면3-2,상대식
6,고려대,640,상행,안암,3-4,에스컬레이터,1810-503,B4,안암 방면3-4,상대식
6,고려대,640,상행,안암,3-4,에스컬레이터,1810-504,B4,안암 방면3-4,상대식
6,고려대,640,하행,월곡,6-1,에스컬레이터,1810-501,B4,월곡 방면6-1,상대식
6,고려대,640,하행,월곡,6-1,에스컬레이터,1810-502,B4,월곡 방면6-1,상대식
6,월곡,641,상행,고려대,5-4,계단,,,,상대식
6,월곡,641,하행,상월곡,3-4,계단,,,,상대식
6,월곡,641,하행,상월곡,5-4,계단,,,,상대식
6,월곡,641,상행,고려대,4-4,엘리베이터,0044-187,B3,고려대 방면4-4,상대식
6,월곡,641,하행,상월곡,4-4,엘리베이터,0044-188,B3,상월곡 방면4-4,상대식
6,월곡,641,상행,고려대,3-4,에스컬레이터,1810-505,B3,고려대 방면3-4,상대식
6,월곡,641,상행,고려대,3-4,에스컬레이터,1810-506,B3,고려대 방면3-4,상대식
6,월곡,641,하행,상월곡,3-3,에스컬레이터,1803-149,B3,상월곡 방면3-3,상대식
6,월곡,641,하행,상월곡,3-3,에스컬레이터,1803-150,B3,상월곡 방면3-3,상대식
6,상월곡,642,상행,월곡,1-1,계단,,,,복합식
6,상월곡,642,상행,월곡,8-4,계단,,,,복합식
6,상월곡,642,하행,돌곶이,8-4,엘리베이터,0165-087,,돌곶이 방면8-4,복합식
6,상월곡,642,상행,월곡,1-4,엘리베이터,0165-088,,월곡 방면1-4,복합식
6,돌곶이,643,상행,상월곡,3-4,계단,,,,상대식
6,돌곶이,643,상행,상월곡,5-4,계단,,,,상대식
6,돌곶이,643,하행,석계,3-4,계단,,,,상대식
6,돌곶이,643,하행,석계,5-4,계단,,,,상대식
6,돌곶이,643,상행,상월곡,4-4,엘리베이터,0054-295,B2,상월곡 방면4-4,상대식
6,돌곶이,643,하행,석계,4-4,엘리베이터,0054-296,B2,석계 방면4-4,상대식
6,석계,644,상행,돌곶이,1-1,계단,,,,상대식
6,석계,644,상행,돌곶이,4-3,계단,,,,상대식
6,석계,644,상행,돌곶이,6-3,계단,,,,상대식
6,석계,644,하행,태릉입구,3-2,계단,,,,상대식
6,석계,644,하행,태릉입구,5-2,계단,,,,상대식
6,석계,644,하행,태릉입구,8-4,계단,,,,상대식
6,석계,644,상행,돌곶이,3-3,엘리베이터,0057-328,B3,돌곶이 방면3-3,상대식
6,석계,644,하행,태릉입구,6-2,엘리베이터,0055-103,B3,태릉입구 방면6-2,상대식
6,석계,644,상행,돌곶이,1-1,에스컬레이터,1803-422,B3,돌곶이 방면1-1,상대식
6,석계,644,하행,태릉입구,8-4,에스컬레이터,1803-423,B3,태릉입구 방면8-4,상대식
6,석계,644,상행,돌곶이,6-3,에스컬레이터,1803-424,B3,돌곶이 방면6-3,상대식
6,석계,644,하행,태릉입구,3-2,에스컬레이터,1803-425,B3,태릉입구 방면3-2,상대식
6,태릉입구,645,상행,석계,3-2,계단,,,,상대식
6,태릉입구,645,상행,석계,5-2,계단,,,,상대식
6,태릉입구,645,상행,석계,8-4,계단,,,,상대식
6,태릉입구,645,하행,화랑대,1-1,계단,,,,상대식
6,태릉입구,645,하행,화랑대,4-2,계단,,,,상대식
6,태릉입구,645,하행,화랑대,6-2,계단,,,,상대식
6,태릉입구,645,상행,석계,5-3,엘리베이터,0019-107,B2,석계 방면5-3,상대식
6,태릉입구,645,하행,화랑대,3-4,엘리베이터,0015-897,B2,화랑대 방면3-4,상대식
6,태릉입구,645,상행,석계,8-4,에스컬레이터,1803-410,B2,환승통로(석계 방면8-4),상대식
6,태릉입구,645,상행,석계,8-4,에스컬레이터,1803-411,B2,환승통로(석계 방면8-4),상대식
6,태릉입구,645,하행,화랑대,1-1,에스컬레이터,1803-412,B2,환승통로(화랑대 방면1-1),상대식
6,태릉입구,645,하행,화랑대,1-1,에스컬레이터,1803-413,B2,환승통로(화랑대 방면1-1),상대식
6,화랑대,646,상행,태릉입구,4-4,계단,,,,상대식
6,화랑대,646,상행,태릉입구,6-3,계단,,,,상대식
6,화랑대,646,하행,봉화산,3-2,계단,,,,상대식
6,화랑대,646,하행,봉화산,5-1,계단,,,,상대식
6,화랑대,646,상행,태릉입구,5-4,엘리베이터,0057-151,B2,태릉입구 방면5-4,상대식
6,화랑대,646,하행,봉화산,4-1,엘리베이터,0057-152,B2,봉화산 방면4-1,상대식
6,봉화산,647,상행,화랑대,1-1,계단,,,,복합식
6,봉화산,647,상행,화랑대,8-4,계단,,,,복합식
6,봉화산,647,상행,화랑대,8-4,에스컬레이터,1803-351,B2,화랑대 방면8-4,복합식
6,봉화산,647,하행,신내,1-1,에스컬레이터,1803-352,B2,신내 방면1-1,복합식
6,봉화산,647,하행,신내,8-3,엘리베이터,0158-612,B2,신내 방면8-3,복합식
6,봉화산,647,상행,화랑대,1-2,엘리베이터,0158-613,B2,화랑대 방면1-2,복합식
6,신내,648,상행,봉화산,8-3,엘리베이터,0136-697,B2,봉화산 방면8-3,상대식
6,신내,648,상행,봉화산,7-4,에스컬레이터,1812-436,B2,봉화산 방면7-4,상대식
6,신내,648,상행,봉화산,7-4,에스컬레이터,1812-437,B2,봉화산 방면7-4,상대식
7,장암,709,하행,도봉산,4-3,계단,,,,상대식
7,도봉산,710,상행,장암,1-1,계단,,,,상대식
7,도봉산,710,상행,장암,7-2,계단,,,,상대식
7,도봉산,710,하행,수락산,2-2,계단,,,,상대식
7,도봉산,710,하행,수락산,8-4,계단,,,,상대식
7,도봉산,710,상행,장암,7-2,엘리베이터,0053-189,2F,장암 방면7-2,상대식
7,도봉산,710,하행,수락산,1-4,엘리베이터,0053-190,2F,수락산 방면1-4,상대식
7,도봉산,710,상행,장암,3-4,엘리베이터,0085-381,2F,장암 방면3-4,상대식
7,도봉산,710,하행,수락산,4-2,엘리베이터,0085-291,2F,수락산 방면4-2,상대식
7,수락산,711,상행,도봉산,1-1,에스컬레이터,1813-747,B3,도봉산 방면1-1,복합식
7,수락산,711,상행,도봉산,1-1,계단,,,,복합식
7,수락산,711,상행,도봉산,8-4,계단,,,,복합식
7,수락산,711,상행,도봉산,1-1,엘리베이터,0164-911,B3,도봉산 방면1-1,복합식
7,수락산,711,하행,마들,8-2,엘리베이터,0164-927,B3,마들 방면8-2,복합식
7,마들,712,상행,수락산,3-4,계단,,,,섬식
7,마들,712,상행,수락산,5-3,계단,,,,섬식
7,마들,712,하행,노원,1-1,엘리베이터,0017-182,B3,"수락산 방면8-4, 노원 방면1-1",섬식
7,마들,712,상행,수락산,8-4,엘리베이터,0017-182,B3,"수락산 방면8-4, 노원 방면1-1",섬식
7,마들,712,하행,노원,6-1,계단,,,,섬식
7,마들,712,하행,노원,4-2,계단,,,,섬식
7,노원,713,상행,마들,1-1,계단,,,,섬식
7,노원,713,상행,마들,4-1,계단,,,,섬식
7,노원,713,상행,마들,6-2,계단,,,,섬식
7,노원,713,하행,중계,4-3,엘리베이터,0086-703,B3,"마들 방면4-4, 중계 방면4-3",섬식
7,노원,713,상행,마들,4-4,엘리베이터,0086-703,B3,"마들 방면4-4, 중계 방면4-3",섬식
7,노원,713,하행,중계,8-4,에스컬레이터,1806-611,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,하행,중계,8-4,에스컬레이터,1806-612,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,하행,중계,8-4,에스컬레이터,1806-613,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,상행,마들,1-1,에스컬레이터,1806-611,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,상행,마들,1-1,에스컬레이터,1806-612,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,상행,마들,1-1,에스컬레이터,1806-613,B3,"마들 방면1-1, 중계 방면8-4",섬식
7,노원,713,하행,중계,8-4,계단,,,,섬식
7,노원,713,하행,중계,5-4,계단,,,,섬식
7,노원,713,하행,중계,3-3,계단,,,,섬식
7,중계,714,상행,노원,4-1,계단,,,,섬식
7,중계,714,상행,노원,6-1,계단,,,,섬식
7,중계,714,하행,하계,4-4,엘리베이터,0015-704,B3,"노원 방면5-1, 하계 방면4-4",섬식
7,중계,714,상행,노원,5-1,엘리베이터,0015-704,B3,"노원 방면5-1, 하계 방면4-4",섬식
7,중계,714,하행,하계,6-1,에스컬레이터,1810-512,B3,"노원 방면3-4, 하계 방면6-1",섬식
7,중계,714,하행,하계,6-1,에스컬레이터,1810-511,B3,"노원 방면3-4, 하계 방면6-1",섬식
7,중계,714,상행,노원,3-4,에스컬레이터,1810-512,B3,"노원 방면3-4, 하계 방면6-1",섬식
7,중계,714,상행,노원,3-4,에스컬레이터,1810-511,B3,"노원 방면3-4, 하계 방면6-1",섬식
7,중계,714,하행,하계,5-4,계단,,,,섬식
7,중계,714,하행,하계,3-4,계단,,,,섬식
7,하계,715,상행,중계,3-4,계단,,,,섬식
7,하계,715,상행,중계,5-3,계단,,,,섬식
7,하계,715,하행,공릉,5-1,엘리베이터,0017-579,B3,"중계 방면4-4, 공릉 방면5-1",섬식
7,하계,715,상행,중계,4-4,엘리베이터,0017-579,B3,"중계 방면4-4, 공릉 방면5-1",섬식
7,하계,715,하행,공릉,6-1,계단,,,,섬식
7,하계,715,하행,공릉,4-2,계단,,,,섬식
7,공릉,716,상행,하계,4-4,계단,,,,상대식
7,공릉,716,상행,하계,7-3,계단,,,,상대식
7,공릉,716,하행,태릉입구,2-2,계단,,,,상대식
7,공릉,716,하행,태릉입구,4-4,계단,,,,상대식
7,공릉,716,상행,하계,7-3,엘리베이터,0015-705,B4,하계 방면7-3,상대식
7,공릉,716,하행,태릉입구,2-2,엘리베이터,0015-706,B4,태릉입구 방면2-2,상대식
7,공릉,716,상행,하계,7-3,에스컬레이터,1806-700,B4,하계 방면7-3,상대식
7,공릉,716,하행,태릉입구,2-2,에스컬레이터,1806-713,B4,태릉입구 방면2-2,상대식
7,태릉입구,717,상행,공릉,3-2,계단,,,,상대식
7,태릉입구,717,상행,공릉,5-2,계단,,,,상대식
7,태릉입구,717,상행,공릉,8-4,계단,,,,상대식
7,태릉입구,717,하행,먹골,1-1,계단,,,,상대식
7,태릉입구,717,하행,먹골,4-2,계단,,,,상대식
7,태릉입구,717,하행,먹골,6-2,계단,,,,상대식
7,태릉입구,717,상행,공릉,6-4,엘리베이터,0017-918,B4,공릉 방면6-4,상대식
7,태릉입구,717,하행,먹골,3-1,엘리베이터,0053-181,B4,먹골 방면3-1,상대식
7,먹골,718,상행,태릉입구,4-1,계단,,,,상대식
7,먹골,718,상행,태릉입구,5-4,계단,,,,상대식
7,먹골,718,하행,중화,4-1,계단,,,,상대식
7,먹골,718,하행,중화,5-4,계단,,,,상대식
7,먹골,718,상행,태릉입구,4-4,엘리베이터,0017-580,B3,태릉입구 방면4-4,상대식
7,먹골,718,하행,중화,5-1,엘리베이터,0017-581,B3,중화 방면5-1,상대식
7,중화,719,상행,먹골,4-1,계단,,,,상대식
7,중화,719,상행,먹골,5-4,계단,,,,상대식
7,중화,719,하행,상봉,4-1,계단,,,,상대식
7,중화,719,하행,상봉,5-4,계단,,,,상대식
7,중화,719,상행,먹골,4-4,엘리베이터,0018-259,B3,먹골 방면4-4,상대식
7,중화,719,하행,상봉,5-1,엘리베이터,0018-260,B3,상봉 방면5-1,상대식
7,중화,719,상행,먹골,3-3,에스컬레이터,1800-934,B3,먹골 방면3-3,상대식
7,중화,719,상행,먹골,3-3,에스컬레이터,1800-935,B3,먹골 방면3-3,상대식
7,중화,719,하행,상봉,6-1,에스컬레이터,1800-936,B3,상봉 방면6-1,상대식
7,중화,719,하행,상봉,6-1,에스컬레이터,1800-937,B3,상봉 방면6-1,상대식
7,상봉,720,상행,중화,3-4,계단,,,,상대식
7,상봉,720,상행,중화,5-4,계단,,,,상대식
7,상봉,720,하행,면목,3-4,계단,,,,상대식
7,상봉,720,하행,면목,5-4,계단,,,,상대식
7,상봉,720,상행,중화,3-2,엘리베이터,0019-106,B3,중화 방면3-2,상대식
7,상봉,720,하행,면목,6-2,엘리베이터,0019-351,B3,면목 방면6-2,상대식
7,상봉,720,상행,중화,4-2,엘리베이터,0016-030,B3,중화 방면4-2,상대식
7,상봉,720,하행,면목,5-1,엘리베이터,0016-029,B3,면목 방면5-1,상대식
7,면목,721,상행,상봉,3-4,계단,,,,상대식
7,면목,721,상행,상봉,5-3,계단,,,,상대식
7,면목,721,하행,사가정,4-2,계단,,,,상대식
7,면목,721,하행,사가정,6-1,계단,,,,상대식
7,면목,721,상행,상봉,4-4,엘리베이터,0017-577,B4,상봉 방면4-4,상대식
7,면목,721,하행,사가정,5-2,엘리베이터,0017-578,B4,사가정 방면5-2,상대식
7,사가정,722,상행,면목,2-3,계단,,,,상대식
7,사가정,722,상행,면목,4-3,계단,,,,상대식
7,사가정,722,하행,용마산,5-1,계단,,,,상대식
7,사가정,722,상행,면목,3-3,엘리베이터,0017-575,B4,면목 방면3-3,상대식
7,사가정,722,하행,용마산,7-1,계단,,,,상대식
7,사가정,722,하행,용마산,6-2,엘리베이터,0017-576,B4,용마산 방면6-2,상대식
7,용마산,723,상행,사가정,2-4,계단,,,,상대식
7,용마산,723,상행,사가정,3-3,엘리베이터,0017-574,B4,사가정 방면3-3,상대식
7,용마산,723,상행,사가정,4-3,계단,,,,상대식
7,용마산,723,하행,중곡,6-1,엘리베이터,0017-573,B4,중곡 방면6-1,상대식
7,용마산,723,하행,중곡,5-2,계단,,,,상대식
7,용마산,723,하행,중곡,7-1,계단,,,,상대식
7,중곡,724,상행,용마산,4-4,엘리베이터,0005-633,B3,용마산 방면4-4,상대식
7,중곡,724,하행,군자,5-1,엘리베이터,0005-634,B3,군자 방면5-1,상대식
7,중곡,724,상행,용마산,3-4,계단,,,,상대식
7,중곡,724,상행,용마산,6-1,계단,,,,상대식
7,중곡,724,하행,군자,3-4,계단,,,,상대식
7,중곡,724,하행,군자,6-1,계단,,,,상대식
7,군자,725,상행,중곡,2-3,계단,,,,상대식
7,군자,725,상행,중곡,7-2,계단,,,,상대식
7,군자,725,하행,어린이대공원,2-3,계단,,,,상대식
7,군자,725,하행,어린이대공원,7-2,계단,,,,상대식
7,어린이대공원,726,상행,군자,3-3,엘리베이터,0007-435,B3,군자 방면3-3,상대식
7,어린이대공원,726,하행,건대입구,6-2,엘리베이터,0082-420,B3,건대입구 방면6-2,상대식
7,어린이대공원,726,상행,군자,4-1,계단,,,,상대식
7,어린이대공원,726,상행,군자,5-4,계단,,,,상대식
7,어린이대공원,726,하행,건대입구,4-1,계단,,,,상대식
7,어린이대공원,726,하행,건대입구,5-4,계단,,,,상대식
7,건대입구,727,상행,어린이대공원,3-3,계단,,,,상대식
7,건대입구,727,상행,어린이대공원,4-3,계단,,,,상대식
7,건대입구,727,상행,어린이대공원,6-4,계단,,,,상대식
7,건대입구,727,하행,자양,2-1,계단,,,,상대식
7,건대입구,727,하행,자양,5-1,계단,,,,상대식
7,건대입구,727,하행,자양,1-1,에스컬레이터,1801-693,B2,환승통로(자양 방면1-1),상대식
7,건대입구,727,하행,자양,1-1,에스컬레이터,1801-694,B2,환승통로(자양 방면1-1),상대식
7,건대입구,727,상행,어린이대공원,6-4,에스컬레이터,1801-472,B2,어린이대공원 방면6-4,상대식
7,건대입구,727,상행,어린이대공원,5-4,엘리베이터,0132-928,B2,어린이대공원 방면5-4,상대식
7,건대입구,727,하행,자양,4-1,엘리베이터,0132-929,B2,자양 방면4-1,상대식
7,자양,728,상행,건대입구,1-4,엘리베이터,0082-442,3F,건대입구 방면1-4,상대식
7,자양,728,하행,청담,7-4,엘리베이터,0082-443,3F,청담 방면7-4,상대식
7,자양,728,상행,건대입구,3-2,계단,,,,상대식
7,자양,728,상행,건대입구,7-1,계단,,,,상대식
7,자양,728,하행,청담,2-4,계단,,,,상대식
7,자양,728,하행,청담,6-2,계단,,,,상대식
7,청담,729,상행,자양,1-1,계단,,,,복합식
7,청담,729,상행,자양,8-4,계단,,,,복합식
7,청담,729,상행,자양,7-4,엘리베이터,0163-343,,자양 방면7-4,복합식
7,청담,729,하행,강남구청,2-1,엘리베이터,0163-344,,강남구청 방면2-1,복합식
7,강남구청,730,상행,청담,1-1,엘리베이터,0011-097,B3,청담 방면1-1,상대식
7,강남구청,730,하행,학동,8-4,엘리베이터,0011-098,B3,학동 방면8-4,상대식
7,강남구청,730,상행,청담,2-1,계단,,,,상대식
7,강남구청,730,상행,청담,7-4,계단,,,,상대식
7,강남구청,730,하행,학동,2-1,계단,,,,상대식
7,강남구청,730,하행,학동,7-4,계단,,,,상대식
7,학동,731,상행,강남구청,4-4,엘리베이터,0065-989,B3,강남구청 방면4-4,상대식
7,학동,731,하행,논현,5-1,엘리베이터,0065-990,B3,논현 방면5-1,상대식
7,학동,731,상행,강남구청,3-4,계단,,,,상대식
7,학동,731,상행,강남구청,5-4,계단,,,,상대식
7,학동,731,하행,논현,3-4,계단,,,,상대식
7,학동,731,하행,논현,5-4,계단,,,,상대식
7,논현,732,상행,학동,7-4,엘리베이터,0057-897,B3,학동 방면7-4,상대식
7,논현,732,하행,반포,2-1,엘리베이터,0057-898,B3,반포 방면2-1,상대식
7,논현,732,상행,학동,2-4,계단,,,,상대식
7,논현,732,상행,학동,6-2,계단,,,,상대식
7,논현,732,하행,반포,3-2,계단,,,,상대식
7,논현,732,하행,반포,6-4,계단,,,,상대식
7,반포,733,상행,논현,5-1,엘리베이터,0078-301,B3,논현 방면5-1,상대식
7,반포,733,하행,고속터미널,4-4,엘리베이터,0078-302,B3,고속터미널(7) 방면4-4,상대식
7,반포,733,상행,논현,3-4,계단,,,,상대식
7,반포,733,상행,논현,5-4,계단,,,,상대식
7,반포,733,하행,고속터미널,3-4,계단,,,,상대식
7,반포,733,하행,고속터미널,5-4,계단,,,,상대식
7,고속터미널,734,상행,반포,3-3,엘리베이터,0009-821,B3,반포 방면3-3,상대식
